Industry Sub-Sector,Industry Group,Year,Total Population,Total Population MOE Appx,Average Wage Appx MOE,Record Count
Retail Trade,Musical instrument & supplies stores,2014,42365,5052.578046,4186.2557,397
Retail Trade,"Sporting goods, and hobby & toy stores ",2014,453091,16499.38359,1384.946939,4071
Retail Trade,Book stores & news dealers,2014,122610,8593.074312,2043.559282,1147
Retail Trade,Department stores & discount stores,2014,2271038,36699.20487,458.100937,20284
Retail Trade,Miscellaneous general merchandise stores,2014,594669,18892.6785,883.2932355,5283
Retail Trade,Retail florists,2014,82660,7056.591325,2769.802582,830
Retail Trade,Office supplies & stationery stores,2014,151189,9541.169454,3070.752979,1397
Retail Trade,"Gift, novelty, & souvenir shops",2014,138415,9129.622224,1869.486312,1354
Retail Trade,Used merchandise stores,2014,221726,11551.5674,1498.640166,1985
Retail Trade,Miscellaneous retail stores,2014,432111,16114.06511,1779.223519,4082
Retail Trade,Electronic shopping,2014,164211,9943.116625,4268.654344,1427
Retail Trade,Electronic auctions,2014,16675,3170.16573,15330.27332,141
Retail Trade,Mail-order houses,2014,124921,8673.607808,3544.667878,1191
Retail Trade,Vending machine operators,2014,39274,4864.81983,7269.376431,367
Retail Trade,Fuel dealers,2014,76489,6788.22577,3764.227617,873
Retail Trade,Other direct selling establishments,2014,98831,7715.585893,4344.552164,955
Retail Trade,Not specified retail trade,2014,453784,16511.95587,1687.267938,3960
Utilities,"Electric power generation, transmission & distribution",2014,653746,19804.72923,1598.001011,6837
Utilities,Natural gas distribution,2014,118582,8450.866146,4182.110313,1175
Utilities,Sewage treatment facilities,2014,107590,8049.979116,2313.123931,1189
Utilities,"Water, steam, air-conditioning, & irrigation systems",2014,246148,12170.06902,1918.204624,2573
Utilities,"Electric & gas, and other combinations",2014,83659,7099.079819,4204.66453,826
Utilities,Not specified utilities,2014,20021,3473.655687,5895.209871,224
Transportation & Warehousing,Air transportation,2014,513757,17565.47965,1996.198093,4871
Transportation & Warehousing,Rail transportation,2014,257697,12451.78827,1780.135243,2536
Transportation & Warehousing,Water transportation,2014,81208,6994.375008,6069.062282,792
Transportation & Warehousing,Truck transportation,2014,1579821,30685.2011,735.4251858,14971
Transportation & Warehousing,Taxi & limousine service,2014,201461,11011.82731,1456.953081,1578
Transportation & Warehousing,Bus service & urban transit,2014,522115,17707.25687,1116.951859,4920
Transportation & Warehousing,Pipeline transportation,2014,62422,6132.637964,6838.891352,658
Transportation & Warehousing,Scenic & sightseeing transportation,2014,33765,4510.825911,4327.222343,321
Transportation & Warehousing,Services incidental to transportation,2014,779696,21618.81283,1251.417095,7051
Transportation & Warehousing,Postal Service,2014,633486,19496.84236,813.2260849,6806
Transportation & Warehousing,Couriers & messengers,2014,669459,20040.19931,1278.564966,5789
Transportation & Warehousing,Warehousing & storage,2014,401122,15527.21686,1333.200018,3290
Information,Newspaper publishers,2014,235161,11895.82331,2517.585069,2328
Information,"Periodical, book, & directory publishers",2014,280536,12990.80497,3206.503129,2847
Information,Software publishing,2014,166919,10024.67074,5492.827838,1648
Information,Motion pictures & video industries,2014,369242,14899.10621,3055.343217,3511
Information,Sound recording industries,2014,23440,3758.524769,13734.15734,235
Information,Broadcasting (except internet),2014,523629,17732.81587,2416.611659,4732
Information,Wired telecommunications carriers (Legacy),2014,646900,19701.24026,1655.554328,6034
Information,"Telecommunications, except wired telecommunications carriers ",2014,338539,14267.7826,2815.768088,2954
Information,"Data processing, hosting & related services",2014,147224,9415.360185,4515.793475,1406
Information,Libraries & archives,2014,234175,11870.89991,1417.638053,2635
Information,"Internet publishing, broadcasting & web search portals",2014,63237,6172.525028,9687.398016,634
Information,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",2014,89898,7358.869709,7890.509747,835
Finance & Insurance,"Savings institutions, including credit unions ",2014,266093,12652.62979,1777.769559,2604
Finance & Insurance,Nondepository credit & related activities,2014,820649,22176.06079,2323.06701,7455
Finance & Insurance,Insurance carriers & related activities,2014,2509004,38540.90174,1065.899102,24310
Finance & Insurance,Banking & related activities,2014,2008885,34548.75875,1383.665474,19573
Finance & Insurance,"Securities, commodities, funds, trusts & other financial investments",2014,1009636,24580.73053,3292.814086,9795
"Real Estate, Rental & Leasing",Real estate,2014,2062882,35003.18986,1146.070294,19329
"Real Estate, Rental & Leasing",Automotive equipment rental & leasing,2014,174355,10245.25927,2170.793464,1520
"Real Estate, Rental & Leasing",Video tape & disk rental,2014,14139,2919.189603,18518.25718,134
"Real Estate, Rental & Leasing",Other consumer goods rental (Legacy),2014,94205,7532.973338,2808.011114,851
"Real Estate, Rental & Leasing","Commercial, industrial & other intangible assets rental & leasing",2014,118532,8449.085809,4124.480303,1104
"Professional, Scientific & Technical Services",Legal services,2014,1430978,29219.5481,2210.281712,14365
"Professional, Scientific & Technical Services","Accounting, tax preparation, bookkeeping & payroll services",2014,922489,23503.26905,1826.744918,8997
"Professional, Scientific & Technical Services","Architectural, engineering & related services",2014,1394245,28845.87902,1292.808931,13918
"Professional, Scientific & Technical Services",Specialized design services,2014,232797,11835.97929,3082.749683,2172
"Professional, Scientific & Technical Services",Computer Systems Design,2014,1999133,34466.00993,1253.244978,19201
"Professional, Scientific & Technical Services","Management, scientific & technical consulting services",2014,1305061,27916.98293,1883.139574,12940
"Professional, Scientific & Technical Services",Scientific research & development services,2014,574464,18570.28538,2355.459156,5806
"Professional, Scientific & Technical Services","Advertising, public relations & related services",2014,472907,16855.13431,2724.821674,4379
"Professional, Scientific & Technical Services",Veterinary services,2014,344275,14387.8535,1887.876313,3433
"Professional, Scientific & Technical Services","Other professional, scientific & technical services ",2014,326865,14020.20561,2657.976046,3063
Management of companies & enterprises,Management of companies & enterprises,2014,100704,7788.302047,6118.90291,999
"Administrative, support & waste management services",Employment services,2014,1018301,24685.21986,1242.017711,8646
"Administrative, support & waste management services",Business support services,2014,715415,20713.23128,1171.842811,6199
"Administrative, support & waste management services",Travel arrangements & reservation services,2014,275287,12868.93845,2459.452221,2463
"Administrative, support & waste management services",Investigation & security services,2014,786430,21711.44771,968.2362269,6973
"Administrative, support & waste management services",Landscaping services,2014,937773,23695.87842,663.5169566,7455
"Administrative, support & waste management services",Services to buildings & dwellings (except cleaning during construction & immediately after construction),2014,1188704,26654.52536,633.5284694,9536
"Administrative, support & waste management services",Other administrative & other support services,2014,321714,13909.55108,2862.503131,3033
"Administrative, support & waste management services",Waste management & remediation services,2014,470656,16815.10674,1429.283485,4297
Educational Services,Elementary & secondary schools,2014,8655652,69976.23147,246.6423778,92227
Educational Services,"Colleges, universities & professional schools, including junior colleges",2014,4099241,48979.23086,626.413931,43579
Educational Services,"Business, technical & trade schools and training",2014,108155,8071.072136,3414.506513,1090
Educational Services,Other schools & instruction and educational support services,2014,574362,18568.64341,1335.761499,5657
Health Care & Social Assistance,Offices of physicians,2014,1652069,31370.86037,2030.426254,16326
Health Care & Social Assistance,Offices of dentists,2014,848317,22544.56449,2040.996527,8243
Health Care & Social Assistance,Offices of chiropractors,2014,126547,8729.823684,4364.044003,1154
Health Care & Social Assistance,Offices of optometrists,2014,125639,8698.476254,4367.470715,1187
Health Care & Social Assistance,Offices of other health practitioners,2014,208972,11214.92441,3198.780251,2099
Health Care & Social Assistance,Outpatient care centers,2014,1396444,28868.39024,1123.32685,13591
Health Care & Social Assistance,Home health care services,2014,1248936,27315.5846,684.1334956,11183
Health Care & Social Assistance,Other health care services,2014,1026819,24787.49459,1331.444907,9214
Health Care & Social Assistance,Hospitals,2014,7078332,63656.41189,595.7522265,69557
Health Care & Social Assistance,Nursing Care Facilities,2014,1876395,33405.97802,518.5772708,18044
Health Care & Social Assistance,"Residential care facilities, except skilled nursing facilities",2014,1067228,25266.87405,694.82787,9949
Health Care & Social Assistance,Individual & family services,2014,1494818,29857.38075,599.0913457,14509
Health Care & Social Assistance,"Community food & housing, & emergency services ",2014,139299,9158.700632,1989.711791,1361
Health Care & Social Assistance,Vocational rehabilitation services,2014,193873,10802.74889,1727.910526,2353
Health Care & Social Assistance,Child day care services,2014,1223108,27034.16675,420.4663542,11432
"Arts, Entertainment & Recreation","Performing arts, spectator sports & related industries",2014,564919,18415.98858,2329.316908,5112
"Arts, Entertainment & Recreation","Museums, art galleries, historical sites, & similar institutions",2014,372761,14969.74707,1226.369936,3794
"Arts, Entertainment & Recreation",Bowling centers,2014,43876,5141.864273,2700.037445,395
"Arts, Entertainment & Recreation",Amusement & Recreation,2014,1966361,34186.37437,576.4110041,18458
Accommodation & Food Services,Traveler accommodation,2014,1491135,29820.97021,737.3067647,12774
Accommodation & Food Services,Recreational vehicle parks & camps and rooming & boarding houses,2014,96727,7633.073093,2642.677797,1040
Accommodation & Food Services,"Drinking places, alcoholic beverages ",2014,241252,12048.6367,1227.950708,1941
Accommodation & Food Services,Restaurants & Food Services,2014,9221807,72073.65366,203.6798731,74342
"Other Services, Except Public Administration",Car washes,2014,153738,9621.176697,1553.435519,1140
"Other Services, Except Public Administration",Automotive repair & maintenance,2014,1006319,24540.61034,750.2457067,9030
"Other Services, Except Public Administration",Electronic & precision equipment repair and maintenance,2014,106697,8016.527416,3030.867259,945
"Other Services, Except Public Administration",Commercial & industrial machinery & equipment repair & maintenance,2014,252952,12336.82586,1820.261062,2437
"Other Services, Except Public Administration",Personal & household goods repair & maintenance,2014,110961,8175.019158,1761.073829,1045
"Other Services, Except Public Administration",Barber shops,2014,72394,6604.111405,1668.517999,523
"Other Services, Except Public Administration",Beauty salons,2014,705643,20571.99909,657.5223363,5926
"Other Services, Except Public Administration",Nail salons & other personal care services,2014,331431,14117.56121,983.0191018,2768
"Other Services, Except Public Administration","Funeral homes, & cemeteries & crematories ",2014,130865,8877.376435,2987.37505,1394
"Other Services, Except Public Administration",Drycleaning & laundry services,2014,294449,13308.38352,1577.742552,2433
"Other Services, Except Public Administration",Other personal services,2014,318985,13850.56474,1509.165959,2792
"Other Services, Except Public Administration",Religious organizations,2014,1122072,25902.87949,670.9844657,12554
"Other Services, Except Public Administration",Labor unions,2014,71778,6575.968602,4068.206476,694
"Other Services, Except Public Administration","Business, professional, political, & similar organizations",2014,165394,9978.82622,4284.292881,1731
"Other Services, Except Public Administration","Civic, social, advocacy organizations, & grantmaking & giving services",2014,681676,20221.34867,1331.242199,6886
"Other Services, Except Public Administration",Private households,2014,379725,15108.55943,884.9684896,3523
Public Administration,Public finance activities,2014,309218,13637.34502,1631.555085,3219
Public Administration,Other general government & support,2014,104156,7920.566513,2933.55792,1098
Public Administration,Executive offices & legislative bodies,2014,1074219,25348.86174,910.8646371,11828
Public Administration,Administration of human resource programs,2014,821753,22190.88476,999.3200731,8310
Public Administration,National security & international affairs,2014,1097651,25621.69019,983.884626,9822
Public Administration,Administration of environmental quality & housing programs,2014,251362,12298.06102,1876.576862,2778
Public Administration,Administration of economic programs & space research,2014,493801,17222.17512,1369.961496,5306
Public Administration,"Justice, public order, & safety activities ",2014,2793571,40625.98019,541.3050829,28015
Active Duty Military,U. S. Army,2014,361522,14742.93561,1293.098207,3756
Active Duty Military,U. S. Air Force,2014,196816,10884.31926,1867.811243,2185
Active Duty Military,U. S. Navy,2014,214897,11372.56238,2227.580183,2279
Active Duty Military,U. S. Marines,2014,135094,9019.539914,1546.461464,1430
Active Duty Military,U. S Coast Guard,2014,29421,4210.736879,4298.602558,313
Active Duty Military,U. S. Armed Forces: Branch Not Specified,2014,45560,5239.578544,4050.963314,429
Active Duty Military,Military Reserves or National Guard,2014,12898,2788.149497,7450.060922,116
